tconst,titleType,startYear,runtimeMinutes,averageRating,numVotes,Adventure,Animation,Family,Mystery,Horror,Musical,Comedy,Fantasy,Documentary,War,Crime,Film-Noir,Romance,Action,Drama,Thriller,Sci-Fi,Western,History,Biography,title,language
tt0362590,movie,2004,97,6.1,10480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,L'employé du mois,fr
tt0362696,movie,2003,160,7.6,3152,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Haasil,fr
tt0362942,movie,2004,95,3.3,2476,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Post Impact,fr
tt0363163,movie,2004,156,8.2,377959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,La chute,fr
tt0363226,movie,2003,116,7.5,51800,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"Zatoïchi, le samurai",fr
tt0363249,movie,2003,97,6.5,2652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Père et fils,fr
tt0363276,movie,2004,91,5.4,7000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Maison de fous,fr
tt0363282,movie,2004,91,4.9,25130,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Escapade à New York,fr
tt0363472,movie,2005,151,4.2,2685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Bewafaa,fr
tt0363532,movie,2004,104,6.9,5295,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Confidences trop intimes,fr
tt0363547,movie,2004,101,7.3,275113,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,L'aube des morts,fr
tt0363589,movie,2003,81,7.1,98073,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Elephant,fr
tt0363771,movie,2005,143,6.9,431474,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Les chroniques de Narnia - L'armoire magique,fr
tt0363988,movie,2004,96,6.5,211030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Fenêtre secrète,fr
tt0364045,movie,2004,103,6.2,96086,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Le voleur de vies,fr
tt0364343,movie,2004,95,6.1,34698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,The Final Cut,fr
tt0364376,movie,2005,70,3.4,4789,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Gingerdead Man,fr
tt0364385,movie,2002,92,6.7,48556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ju-on,fr
tt0364517,movie,2003,93,7.5,72667,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Jeux d'enfants,fr
tt0364569,movie,2003,120,8.3,644765,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Old Boy,fr
tt0364751,movie,2004,95,5.8,51314,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Jusqu'au cou,fr
tt0364955,movie,2006,102,6.3,17788,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Art School Confidential,fr
tt0364961,movie,2004,95,6.9,26174,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,L'assassinat de Richard Nixon,fr
tt0364970,movie,2008,90,5.5,98737,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Babylone A.D.,fr
tt0365043,movie,2003,92,5.2,3305,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Le challenge,fr
tt0365109,movie,2003,83,7.4,3157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,La Planète bleue,fr
tt0365125,movie,2004,89,5.1,13669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A Dirty Shame,fr
tt0365190,movie,2004,105,6.6,3040,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Feux rouges,fr
tt0365265,movie,2004,94,5.8,11679,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Entre soeurs III: Le début,fr
tt0365376,movie,2003,114,7.1,68991,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Deux soeurs,fr
tt0365485,movie,2005,96,6.7,46546,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,Le matador,fr
tt0365513,movie,2003,95,5.6,5230,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Monster Man,fr
tt0365686,movie,2005,111,6.3,103783,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Revolver,fr
tt0365737,movie,2005,128,6.9,134877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Syriana,fr
tt0365748,movie,2004,99,7.9,599598,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Shaun et les zombies,fr
tt0365885,movie,2005,118,6.8,23203,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Une femme en colère,fr
tt0365907,movie,2014,114,6.5,127953,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Entre les tombes,fr
tt0365929,movie,2009,101,5.5,41211,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Enfer blanc,fr
tt0366174,movie,2004,97,4.7,34202,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Anacondas: À la poursuite de l'orchidée de sang,fr
tt0366292,movie,2003,112,6.2,19502,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,La mort en ligne,fr
tt0366532,movie,2003,108,7.3,5499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,La grande séduction,fr
tt0366548,movie,2006,108,6.4,201730,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Les petits pieds du bonheur,fr
tt0366551,movie,2004,88,7,207583,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Harold et Kumar chassent le burger,fr
tt0366627,movie,2005,103,7.1,119890,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,La camisole de force,fr
tt0366777,movie,2004,98,6.8,26444,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Millions,fr
tt0366780,movie,2005,101,6.7,23759,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,MirrorMask,fr
tt0366905,movie,1969,99,7,5421,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Les aventures de Fifi Brindacier,fr
tt0367027,movie,2006,101,6.4,35615,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Shortbus,fr
tt0367085,movie,2004,86,4.5,24795,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Soul Plane,fr
tt0367089,movie,2005,81,7.3,91123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Le calmar et la baleine,fr
tt0367110,movie,2004,189,8.2,99250,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Swades: Nous, le peuple",fr
tt0367153,movie,2004,95,5.3,8860,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Toolbox Murders,fr
tt0367232,movie,2004,90,5.4,2441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Médecins en herbe,fr
tt0367478,movie,2004,91,5.5,10265,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Sur les traces de la mort,fr
tt0367479,movie,2004,97,6.2,50123,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Complot au crépuscule,fr
tt0367594,movie,2005,115,6.7,534593,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Charlie et la chocolaterie,fr
tt0367631,movie,2004,91,5.4,18124,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,D.E.B.S.,fr
tt0367652,movie,2005,83,4.7,53686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Deuce Bigalow - Gigolo européen,fr
tt0367677,movie,2004,86,2.1,6614,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Dracula 3000: L'Empire des Ombres,fr
tt0367882,movie,2008,122,6.2,494353,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Indiana Jones et le royaume du crâne de cristal,fr
tt0367959,movie,2007,121,6.1,116703,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Hannibal Lecter: Les origines du mal,fr
tt0368008,movie,2004,129,6.6,117433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Un crime dans la tête,fr
tt0368222,movie,2005,105,6.2,12899,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Romance & Cigarettes,fr
tt0368226,movie,2003,99,3.6,95749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,The Room,fr
tt0368447,movie,2004,108,6.6,280171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Le village,fr
tt0368563,movie,2009,85,5.4,8191,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Possession,fr
tt0368578,movie,2005,95,4.8,34848,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Quand est-ce qu'on arrive?,fr
tt0368658,movie,2004,106,7.1,10784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Stage Beauty,fr
tt0368668,movie,2004,86,3.3,3740,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Les Dalton,fr
tt0368709,movie,2005,123,6.3,73040,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Rencontres à Elizabethtown,fr
tt0368774,movie,2004,97,6.2,7191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,The Heart Is Deceitful Above All Things,fr
tt0368891,movie,2004,131,6.9,358525,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Trésor national,fr
tt0368909,movie,2003,105,7.1,78610,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Ong Bak: Le guerrier,fr
tt0368933,movie,2004,113,5.8,90012,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Le journal d'une princesse 2: Les fiançailles royales,fr
tt0368975,movie,2004,89,5.3,18198,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Vengeance en pyjama,fr
tt0369053,movie,2005,85,6.4,4695,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Mensonges parallèles,fr
tt0369060,movie,2003,119,7.3,19986,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Affaires internes 2,fr
tt0369226,movie,2005,96,2.4,47179,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Aux portes de la noirceur,fr
tt0369339,movie,2004,120,7.5,436788,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Collatéral,fr
tt0369359,movie,2004,80,4.7,2345,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Festin de zombies,fr
tt0369436,movie,2008,88,5.7,81083,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Quatre Noël,fr
tt0369441,movie,2005,90,6.2,155481,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Les folies de Dick et Jane,fr
tt0369610,movie,2015,124,6.9,685258,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Monde jurassique,fr
tt0369672,movie,2004,119,7.1,27346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Une ballade pour Bobby Long,fr
tt0369702,movie,2004,126,8,85616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,La mer intérieure,fr
tt0369735,movie,2005,101,5.6,66043,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Ma belle-mère est un monstre,fr
tt0369918,movie,2004,97,4.9,4818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,L'écorché,fr
tt0369994,movie,2005,97,5.9,8480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strangers with Candy,fr
tt0370032,movie,2006,88,4.3,84336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Ultraviolette,fr
tt0370263,movie,2004,101,5.7,214159,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Alien vs. Prédateur,fr
tt0370986,movie,2004,105,7.6,77254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Souvenirs dans la peau,fr
tt0371246,movie,2004,131,6.4,89044,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Spanglish: J'en perds mon latin!,fr
tt0371257,movie,2005,99,6.7,86822,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Reste,fr
tt0371280,movie,2003,95,7.4,5351,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Sang et or,fr
tt0371552,movie,2006,78,6,12807,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Astérix et les Vikings,fr
tt0371606,movie,2005,81,5.7,101778,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Petit poulet,fr
tt0371724,movie,2005,109,6.7,209465,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Guide galactique,fr
tt0371746,movie,2008,126,7.9,1136348,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Iron Man,fr
tt0371853,movie,2005,101,4.1,3588,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,La nonne,fr
tt0372183,movie,2004,108,7.7,490254,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,La mort dans la peau,fr
tt0372237,movie,2005,105,5.9,46113,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Devine Qui,fr
tt0372532,movie,2005,90,6.1,56637,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Un homme à tout prix,fr
tt0372588,movie,2004,98,7.2,179696,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Escouade américaine: Police du monde,fr
tt0372784,movie,2005,140,8.2,1594513,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Batman: Le commencement,fr
tt0372884,movie,2004,90,5.8,6422,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Eating Out,fr
tt0372909,movie,2003,120,4.9,3096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Fallo!,fr
tt0373024,movie,2004,111,7,10070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Héros imaginaires,fr
tt0373051,movie,2008,93,5.8,132944,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Voyage au centre de la terre,fr
tt0373074,movie,2004,99,7.7,152308,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,Kung Fu Hustle,fr
tt0373283,movie,2003,90,6.7,21492,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Des soldats et des saints,fr
tt0373416,movie,2005,95,4.4,5975,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,L'agent fait ses classes,fr
tt0373450,movie,2005,107,6.4,18860,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,La vérité nue,fr
tt0373469,movie,2005,103,7.5,238746,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Baisers fumants,fr
tt0373690,movie,2004,125,5.4,7483,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Arsène Lupin,fr
tt0373883,movie,2007,109,6,131405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Halloween,fr
tt0373889,movie,2007,138,7.5,640191,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Harry Potter et l'ordre du Phénix,fr
tt0373908,movie,2005,90,3.5,7595,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Pour le meilleur ou pour le pire,fr
tt0373926,movie,2005,128,6.4,111459,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,L'interprète,fr
tt0374102,movie,2003,79,5.8,56953,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Océan Noir,fr
tt0374180,movie,2004,90,5.2,3690,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,L'Enfer des Loups,fr
tt0374248,movie,2004,91,6.9,4402,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Le fil de la vie,fr
tt0374345,movie,2003,123,7.2,10675,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,La mémoire du tueur,fr
tt0374536,movie,2005,102,4.8,75854,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Ma sorcière bien-aimée,fr
tt0374563,movie,2007,96,4.6,23771,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Captivité,fr
tt0374569,movie,2008,135,6.8,35195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Che: 2e partie,fr
tt0374584,movie,2004,104,6.2,8101,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Contrôle,fr
tt0374900,movie,2004,96,7,240374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Napoléon Dynamite,fr
tt0375063,movie,2004,127,7.5,206165,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,À la dérive,fr
tt0375104,movie,2004,120,6.6,4137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Bobby Jones: Coup de Génie,fr
tt0375154,movie,2006,125,6.8,54507,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Tristan + Yseult,fr
tt0375173,movie,2004,103,6.2,55159,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Alfie le dragueur,fr
tt0375210,movie,2005,101,5.5,51062,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,La voix des morts,fr
tt0375233,movie,2004,122,6.8,6488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Innocence,fr
tt0375568,movie,2009,94,6.2,40262,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Astro,fr
tt0375611,movie,2005,122,8.1,36384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Black,fr
tt0375679,movie,2004,112,7.7,450695,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Collision,fr
tt0375735,movie,2004,100,6.3,11075,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Enduring Love,fr
tt0375912,movie,2004,105,7.3,197629,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Layer Cake,fr
tt0376105,movie,2005,102,5.2,18356,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"Zig Zag, l'étalon zébré",fr
tt0376127,movie,2005,181,8.3,21897,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Anniyan,fr
tt0376136,movie,2011,119,6.1,108352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Rhum Express,fr
tt0376181,movie,2005,100,6.6,4732,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,The Shadow Dancer,fr
tt0376479,movie,2016,108,6.1,18257,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,American Pastoral,fr
tt0376541,movie,2004,104,7.2,237881,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Intime,fr
tt0376890,movie,2004,128,6,4243,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Silver City: La montagne électorale,fr
tt0376968,movie,2003,110,7.9,47815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Le retour,fr
tt0376994,movie,2006,104,6.6,546452,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,X-men: L'engagement ultime,fr
tt0377057,movie,2004,90,5.1,3013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Au revoir Elvis,fr
tt0377062,movie,2004,113,6.1,57043,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Le vol du Phoenix,fr
tt0377091,movie,2004,90,7.1,33500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Mean Creek,fr
tt0377092,movie,2004,97,7.1,441958,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Méchantes ados,fr
tt0377107,movie,2005,100,6.7,46489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,La preuve irréfutable,fr
tt0377109,movie,2005,110,5.4,101650,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Le cercle 2,fr
tt0377309,movie,2005,95,4.9,10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Survie: les naufragés,fr
tt0377713,movie,2004,97,5.6,43016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Cube Zéro,fr
tt0377749,movie,2004,91,5.6,11212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Oiseaux de malheur,fr
tt0377752,movie,2004,105,7.7,22558,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Cher Frankie,fr
tt0377818,movie,2005,104,5.1,82280,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shérif, fais-moi peur",fr
tt0377981,movie,2011,84,5.9,60186,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Gnoméo et Juliette,fr
tt0377992,movie,2003,180,7.7,4249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,The Visual Bible: The Gospel of John,fr
tt0378109,movie,2005,110,5.9,80156,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Bleu d'enfer,fr
tt0378194,movie,2004,137,8,814242,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Tuer Bill: Volume 2,fr
tt0378407,movie,2004,90,6.5,4754,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Un rendez-vous avec Drew,fr
tt0378793,movie,2004,89,7.2,29803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Speak,fr
tt0378897,movie,2003,108,7.4,14967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Une touche d'épices,fr
tt0378906,movie,2003,108,7.4,2342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Voyageurs et magiciens,fr
tt0378947,movie,2004,99,6.4,33328,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Melinda et Melinda,fr
tt0379225,movie,2003,145,8,21852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,La corporation,fr
tt0379240,movie,2005,98,5.2,3508,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Tuer Fish,fr
tt0379306,movie,2004,93,6.4,14220,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Une femme honorable,fr
tt0379370,movie,2003,132,8,12196,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Maqbool,fr
tt0379557,movie,2003,106,8,38328,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,La mort suspendue,fr
tt0379725,movie,2005,114,7.3,141882,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Capote,fr
tt0379786,movie,2005,119,7.8,307047,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Serenity,fr
tt0379865,movie,2008,114,6,33583,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Double jeu,fr
tt0379889,movie,2004,131,7,38469,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Le Marchand de Venise,fr
tt0379976,movie,2007,97,5.7,12110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Délicate sauvagerie,fr
tt0380066,movie,2006,91,5.6,12555,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Woods,fr
tt0380268,movie,2006,118,7.7,14149,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,Cocaine Cowboys,fr
tt0380349,movie,2004,92,5.8,4358,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,L'enquête corse,fr
tt0380510,movie,2009,135,6.6,181174,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,La nostalgie de l'ange,fr
tt0380599,movie,2005,130,6.8,34437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Oliver Twist,fr
tt0380609,movie,2004,97,6.1,6586,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,p.s.,fr
tt0380623,movie,2005,100,5.4,32215,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,L'homme parfait,fr
tt0380687,movie,2004,96,5.3,6565,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Au service de Satan,fr
tt0380817,movie,2005,98,6.2,8964,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Au fil de l'hiver,fr
tt0381061,movie,2006,144,8,699627,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Casino Royale,fr
tt0381111,movie,2006,125,6.1,3883,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,La croisade en jeans,fr
tt0381392,movie,2004,110,5,7695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Ma mère,fr
