tconst,titleType,startYear,runtimeMinutes,averageRating,numVotes,Adventure,Animation,Family,Mystery,Horror,Musical,Comedy,Fantasy,Documentary,War,Crime,Film-Noir,Romance,Action,Drama,Thriller,Sci-Fi,Western,History,Biography,title,language
tt0104839,movie,1992,106,6,24953,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Le sorcier de l'océan vert,fr
tt0104850,movie,1992,99,6,27171,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,Les mémoires d'un homme invisible,fr
tt0104868,movie,1992,104,6.6,72471,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Jeu de puissance,fr
tt0104870,movie,1992,92,5.6,3340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Mikey,fr
tt0104897,movie,1992,89,5.5,8328,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Mo' Money,fr
tt0104905,movie,1992,88,5.3,5237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Papa et maman sauvent le monde,fr
tt0104928,movie,1992,119,5.9,6378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,M. Samedi Soir,fr
tt0104940,movie,1992,85,7.8,71046,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Noël chez les Muppets,fr
tt0104952,movie,1992,120,7.6,143188,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Mon cousin Vinny,fr
tt0104990,movie,1992,121,6.9,22786,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Newsies,fr
tt0105001,movie,1992,105,5.8,5230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,La loi de la nuit,fr
tt0105017,movie,1992,101,7.4,12582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Silence! On jour!,fr
tt0105032,movie,1992,126,6.9,2429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Les nuits fauves,fr
tt0105046,movie,1992,115,7.4,47717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Des souris et des hommes,fr
tt0105104,movie,1992,84,5.9,51100,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Passager 57,fr
tt0105107,movie,1992,135,7.3,6143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Passion d'amour,fr
tt0105112,movie,1992,117,6.8,121576,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Jeux de guerre,fr
tt0105121,movie,1991,102,6.4,40094,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Le sous-sol de la peur,fr
tt0105128,movie,1992,100,4.9,23731,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Cimetière vivant 2,fr
tt0105130,movie,1992,101,7,12246,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Les amis de Peter,fr
tt0105151,movie,1992,124,7.5,66502,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Le meneur,fr
tt0105156,movie,1992,93,5.4,20333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Fleur de poison,fr
tt0105165,movie,1992,105,5.6,8576,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,Le temps d'un baiser,fr
tt0105187,movie,1992,99,6.5,4478,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,L'oeil public,fr
tt0105211,movie,1992,114,6.9,14308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Le rêve de Bobby,fr
tt0105217,movie,1992,92,6.1,17619,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,L'esprit de Caïn,fr
tt0105219,movie,1992,95,6.3,10492,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Contre-attaque,fr
tt0105226,movie,1993,98,7,25638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Red Rock Ouest,fr
tt0105236,movie,1992,99,8.3,1098320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Les enragés,fr
tt0105265,movie,1992,123,7.2,66117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,La rivière du sixième jour,fr
tt0105275,movie,1992,94,6.8,41847,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Romper Stomper,fr
tt0105287,movie,1991,99,5.5,2825,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Sex and Zen,fr
tt0105322,movie,1991,101,4.4,2600,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Scanners III: La conquête,fr
tt0105323,movie,1992,156,8,333745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Parfum de femme,fr
tt0105327,movie,1992,106,6.9,27609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Collège d'élite,fr
tt0105391,movie,1992,132,6.4,10885,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,Une lueur dans la nuit,fr
tt0105399,movie,1992,104,6.4,12896,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Doublement vôtre,fr
tt0105402,movie,1992,101,5.2,9909,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Sidekicks,fr
tt0105414,movie,1992,107,6.4,42471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Jeune femme cherche colocataire,fr
tt0105428,movie,1992,91,5.3,24854,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Les somnambules,fr
tt0105435,movie,1992,126,7.1,62997,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Les escrocs,fr
tt0105459,movie,1992,90,6,16852,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Fraction de seconde,fr
tt0105466,movie,1992,88,6.3,14391,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Restez à l'écoute,fr
tt0105477,movie,1992,87,4.4,45075,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Arrête, ou ma mère va tirer!",fr
tt0105481,movie,1992,91,5.7,4033,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Franc parler,fr
tt0105483,movie,1992,110,5.6,4277,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Une étrangère parmi nous,fr
tt0105572,movie,1992,89,6.6,3207,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,That Night,fr
tt0105585,movie,1992,119,6.8,17400,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Coeur de tonnerre,fr
tt0105616,movie,1992,84,5.4,12242,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom et Jerry: la grande évasion,fr
tt0105619,movie,1993,88,6.6,4634,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,Dung fong sam hap,fr
tt0105629,movie,1992,118,5.1,33858,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Jouets,fr
tt0105636,movie,1992,101,6.3,14124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Les pilleurs,fr
tt0105643,movie,1990,95,3,34933,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Troll 2,fr
tt0105665,movie,1992,134,7.3,106365,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Twin Peaks: Fire Walk with Me,fr
tt0105690,movie,1992,103,6.5,96499,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Cuirassé en péril,fr
tt0105691,movie,1991,99,6.4,5153,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Faute de preuves,fr
tt0105695,movie,1992,130,8.2,439976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Impitoyable,fr
tt0105698,movie,1992,102,6.1,97022,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Unité spéciale,fr
tt0105699,movie,1992,111,6.4,19530,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Obsession fatale,fr
tt0105792,movie,1992,104,5.4,5006,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Waxwork 2 - Perdus dans le temps,fr
tt0105810,movie,1992,105,6.5,3969,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Where the Day Takes You,fr
tt0105811,movie,1992,103,5.6,2429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Confessions perverses,fr
tt0105813,movie,1992,101,6,8972,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,White Sands,fr
tt0105888,movie,1992,95,7.9,7667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Et la vie continue,fr
tt0106215,movie,1993,93,6.4,5821,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,Acción mutante,fr
tt0106220,movie,1993,94,6.8,110825,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Les valeurs de la famille Addams,fr
tt0106223,movie,1993,108,6.2,9319,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Les aventures de Huckleberry Finn,fr
tt0106226,movie,1993,139,7.2,68564,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Le temps de l'innocence,fr
tt0106246,movie,1993,128,7.1,64980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,Les survivants,fr
tt0106257,movie,1993,102,3,4419,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,American Ninja 5,fr
tt0106292,movie,1993,108,5.6,15518,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Une autre filature,fr
tt0106307,movie,1993,142,7.2,45970,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Rêve d'Arizona,fr
tt0106308,movie,1992,81,7.4,196224,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,L'armée des ténèbres,fr
tt0106309,movie,1993,106,5.7,6312,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Au dessus de la loi,fr
tt0106341,movie,1993,114,7.3,15159,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Bad Boy Bubby,fr
tt0106364,movie,1993,76,7.8,57628,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Batman contre le fantôme masqué,fr
tt0106375,movie,1993,89,5,29912,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Beethoven 2,fr
tt0106379,movie,1994,122,5.3,4282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Le secret du bonheur,fr
tt0106387,movie,1993,98,7.1,62433,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Benny & Joon,fr
tt0106393,movie,1993,101,5.6,6468,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Best of the Best II,fr
tt0106400,movie,1993,92,5,19999,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Les péquenots de Beverly Hills,fr
tt0106447,movie,1993,95,5.7,2514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Une pause... quatre soupirs,fr
tt0106450,movie,1993,81,5.3,3864,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Massacres Sanglants,fr
tt0106452,movie,1993,87,6,21497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Les profanateurs, l'invasion continue",fr
tt0106453,movie,1992,99,4.6,16546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Body,fr
tt0106455,movie,1993,92,5,6639,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Le point critique,fr
tt0106466,movie,1993,100,5.2,4201,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Quand l'esprit vient aux femmes,fr
tt0106469,movie,1993,180,7.9,34834,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Les Princes de la Ville,fr
tt0106471,movie,1993,107,4.7,13223,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Boxing Helena,fr
tt0106489,movie,1993,121,7.8,164254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Une histoire du Bronx,fr
tt0106505,movie,1993,90,5.1,2510,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Calendar Girl,fr
tt0106519,movie,1993,144,7.9,234324,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,L'impasse,fr
tt0106521,movie,1993,83,3.6,4418,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Carnosaur,fr
tt0106535,movie,1993,101,7,5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,The Cement Garden,fr
tt0106544,movie,1993,104,6.1,4445,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Chiu kup gai wak,fr
tt0106557,movie,1992,92,4.3,9641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Enfants de l'horreur 2: Le sacrifice,fr
tt0106582,movie,1993,113,6.5,141021,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,La falaise de la mort,fr
tt0106598,movie,1993,88,5.4,58427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Coneheads,fr
tt0106611,movie,1993,98,7,114968,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Les apprentis champions,fr
tt0106613,movie,1993,97,4.2,9259,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Un flic et demi,fr
tt0106627,movie,1993,89,5.8,22615,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Le coup de foudre,fr
tt0106655,movie,1993,175,7.8,4060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Damini,fr
tt0106660,movie,1993,108,5.6,4321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yeux de serpent,fr
tt0106664,movie,1993,122,6,19690,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,La Part des Tenebres,fr
tt0106673,movie,1993,110,6.9,57369,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Président d'un jour,fr
tt0106677,movie,1993,103,7.6,202210,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,La tête dans les nuages,fr
tt0106684,movie,1993,98,4,3855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,Les pros de l'arnaque,fr
tt0106697,movie,1993,115,6.7,195778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Le destructeur,fr
tt0106701,movie,1993,94,5.7,65364,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Denis la petite peste,fr
tt0106753,movie,1993,104,4.4,4163,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Le double maléfique,fr
tt0106761,movie,1994,96,3.9,13942,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Double Dragon,fr
tt0106770,movie,1993,120,7,33080,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Dragon: L'histoire de Bruce Lee,fr
tt0106827,movie,1993,96,4.8,2463,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ernest frappe encore,fr
tt0106834,movie,1993,106,4.3,7873,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Même les cowgirls ont le vague à l'âme,fr
tt0106856,movie,1993,113,7.6,209508,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,L'enragé,fr
tt0106868,movie,1993,108,6.5,3837,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Un endroit fabuleux,fr
tt0106873,movie,1993,91,5.7,8171,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,Instinct fatal,fr
tt0106877,movie,1993,95,4.9,3468,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Un père en cavale,fr
tt0106881,movie,1993,122,7.1,24736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Sans peur,fr
tt0106912,movie,1993,109,6.5,28929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,OVNI l'ultime rencontre,fr
tt0106913,movie,1993,87,3.5,2918,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Fire on the Amazon,fr
tt0106918,movie,1993,154,6.9,149249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,La firme,fr
tt0106926,movie,1993,126,6.3,6394,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Le lien,fr
tt0106941,movie,1993,96,6.2,15599,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Le concierge,fr
tt0106950,movie,1992,95,5.9,30663,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,Forteresse,fr
tt0106965,movie,1993,112,6,83740,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Mon ami Willy,fr
tt0106966,movie,1993,108,7.4,6056,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Fraise et chocolat,fr
tt0106977,movie,1993,130,7.8,322324,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Le fugitif,fr
tt0107002,movie,1993,160,7.1,5791,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Germinal,fr
tt0107004,movie,1993,115,6.5,13711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,Geronimo,fr
tt0107007,movie,1993,271,7.6,31645,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Gettysburg,fr
tt0107009,movie,1993,95,4.6,4204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Tueur du futur,fr
tt0107034,movie,1993,87,6.4,46141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Le bon fils,fr
tt0107048,movie,1993,101,8,691687,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,Le jour de la marmotte,fr
tt0107050,movie,1993,103,7,54205,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Les vieux garçons,fr
tt0107057,movie,1993,107,5.7,5925,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,L'Avocat du Diable,fr
tt0107076,movie,1993,97,6.2,57006,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Chasse à l'homme,fr
tt0107079,movie,1993,123,5.8,4923,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Sugar Hill,fr
tt0107091,movie,1993,104,7,19109,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,La dernière chance,fr
tt0107096,movie,1993,140,6.8,15213,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,Le ciel et la terre,fr
tt0107101,movie,1994,95,4.7,3912,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,Descente aux enfers,fr
tt0107120,movie,1993,96,6.9,157019,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Abracadabra,fr
tt0107130,movie,1993,104,7.1,3883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,A Home of Our Own,fr
tt0107131,movie,1993,84,6.9,51787,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Retour au bercail,fr
tt0107144,movie,1993,86,6.6,98207,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Des pilotes en l'air: Deux,fr
tt0107151,movie,1993,145,6.9,25181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,La maison aux esprits,fr
tt0107206,movie,1993,128,7.2,115123,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,Sur la ligne de feu,fr
tt0107207,movie,1993,133,8.1,188678,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,Au nom du père,fr
tt0107209,movie,1993,140,7.2,9205,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,"Si loin, si proche!",fr
tt0107211,movie,1993,117,6,78999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Proposition indécente,fr
tt0107212,movie,1993,97,6.5,6086,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,L'été indien,fr
tt0107247,movie,1993,99,6.5,4450,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Jack l'ours,fr
tt0107254,movie,1993,87,4.1,37257,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Le châtiment de Jason,fr
tt0107282,movie,1993,139,7.7,18570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Le club de la chance,fr
tt0107286,movie,1993,110,6.6,19037,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,La nuit du jugement,fr
tt0107290,movie,1993,127,8.2,1079791,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Le parc jurassique,fr
tt0107302,movie,1993,117,6.7,58864,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Kalifornia,fr
tt0107362,movie,1993,130,6.5,165278,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Le dernier des héros,fr
tt0107387,movie,1992,92,4.8,30830,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,L'abominable lutin,fr
tt0107413,movie,1993,91,5.7,6618,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,L'enfance de l'art,fr
tt0107426,movie,1993,123,6.1,18097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Le petit Bouddah,fr
tt0107438,movie,1993,96,4.4,31148,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,De quoi j'me mêle maintenant,fr
tt0107443,movie,1993,114,6.8,3720,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Vie de famille à Yonkers,fr
tt0107447,movie,1993,100,6.6,2852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Amour et restes humains,fr
tt0107473,movie,1993,97,6.2,22856,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Flingueur et glory,fr
tt0107478,movie,1993,111,5.1,17932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100% Americain,fr
tt0107497,movie,1993,107,6.5,27991,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Malice,fr
tt0107501,movie,1993,115,6.7,31287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,L'homme sans visage,fr
tt0107504,movie,1993,87,5.2,4955,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Le meilleur ami de l'homme,fr
tt0107507,movie,1993,104,7.3,47124,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Meurtre mystérieux à Manhattan,fr
tt0107529,movie,1993,99,6.9,12618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Matinée,fr
tt0107554,movie,1993,97,7.5,65153,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,Menace pour la société,fr
tt0107594,movie,1993,100,5.7,4358,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Money for Nothing,fr
tt0107606,movie,1993,96,5.4,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Obsession,fr
tt0107611,movie,1993,114,5.8,7696,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M. Jones,fr
tt0107612,movie,1993,84,3.8,10290,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Monsieur Nounou,fr
tt0107613,movie,1993,98,5.9,3565,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,L'homme idéal,fr
tt0107614,movie,1993,125,7.1,294556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Madame Doubtfire,fr
tt0107616,movie,1993,111,7.3,52466,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,Beaucoup de bruit pour rien,fr
tt0107623,movie,1993,98,7,2589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Le prix du jeu,fr
tt0107630,movie,1993,117,6.8,12287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ma vie,fr
tt0107653,movie,1993,131,7.7,44504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,L'histoire de Johnny,fr
tt0107659,movie,1993,84,6.2,51511,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,Larmes fatales,fr
tt0107665,movie,1993,121,6.3,27806,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,L'inconnu de Castle Rock,fr
tt0107668,movie,1992,95,5.4,6892,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Nemesis,fr
tt0107685,movie,1993,99,6,3044,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Les colocataires,fr
tt0107688,movie,1993,76,7.9,378277,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,L'étrange Noël de monsieur Jack,fr
tt0107692,movie,1993,94,7.8,41208,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ninja Scroll,fr
tt0107711,movie,1993,94,5.7,26412,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,Cavale sans issue,fr
